Ticker,Company,Sector,Industry,MarketCap,P/E,FwdP/E,InsiderOwn,EarningsDate,Volume,Price,RS,Date,ATH,52W High,U/D,^IXIC Total,Total,Prev Total,No1,No4,No5,No6,SMA10,EMA8,EMA21,SMA50,SMA200,EMA8 Gap,SMA200 Gap,Volume SMA50,BuyFlg1,BuyFlg2,BuyFlg4,BuyingFlg
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,45.03B,5.34,4.43,0.23%,Jan 30/b,"16,971,324",39.01,,,,,,,,,,,,,,,,,,,,,,,,
STZ,Constellation Brands Inc,Consumer Defensive,Beverages - Wineries & Distilleries,44.83B,29.00,18.23,7.70%,Jan 05/b,"744,078",245.26,,,,,,,,,,,,,,,,,,,,,,,,
PAYX,Paychex Inc.,Industrials,Staffing & Employment Services,44.79B,27.68,24.80,10.82%,Dec 21/b,"1,415,525",124.49,,,,,,,,,,,,,,,,,,,,,,,,
MCHP,"Microchip Technology, Inc.",Technology,Semiconductors,44.53B,19.25,27.09,2.11%,Feb 01/a,"5,653,941",82.40,,,,,,,,,,,,,,,,,,,,,,,,
SRE,Sempra,Utilities,Utilities - Diversified,44.47B,16.36,14.65,0.07%,Feb 27/b,"3,123,581",70.66,,,,,,,,,,,,,,,,,,,,,,,,
HUM,Humana Inc.,Healthcare,Healthcare Plans,44.30B,18.52,14.76,0.28%,Jan 25/b,"1,121,073",367.14,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,Super Micro Computer Inc,Technology,Computer Hardware,44.05B,61.56,26.86,15.05%,Jan 29/a,"25,412,556",787.57,,,,,,,,,,,,,,,,,,,,,,,,
MSCI,MSCI Inc,Financial,Financial Data & Stock Exchanges,44.02B,38.66,32.79,3.23%,Jan 30/b,"903,972",556.56,,,,,,,,,,,,,,,,,,,,,,,,
KDP,Keurig Dr Pepper Inc,Consumer Defensive,Beverages - Non-Alcoholic,43.67B,22.76,16.32,28.93%,Feb 22/b,"15,705,060",31.23,,,,,,,,,,,,,,,,,,,,,,,,
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,43.26B,18.21,13.79,0.59%,Jan 24/a,"466,706",643.91,,,,,,,,,,,,,,,,,,,,,,,,
KHC,Kraft Heinz Co,Consumer Defensive,Packaged Foods,43.21B,15.39,11.12,8.37%,Feb 14/b,"8,710,405",35.62,,,,,,,,,,,,,,,,,,,,,,,,
CHTR,Charter Communications Inc.,Communication Services,Telecom Services,42.86B,9.83,8.02,31.41%,Feb 02/b,"2,029,505",295.13,,,,,,,,,,,,,,,,,,,,,,,,
IQV,IQVIA Holdings Inc,Healthcare,Diagnostics & Research,42.61B,32.15,18.68,1.07%,Feb 14/b,"1,015,300",234.76,,,,,,,,,,,,,,,,,,,,,,,,
AEP,American Electric Power Company Inc.,Utilities,Utilities - Regulated Electric,42.53B,18.59,14.44,0.18%,Feb 27/b,"4,043,231",80.88,,,,,,,,,,,,,,,,,,,,,,,,
LEN,Lennar Corp.,Consumer Cyclical,Residential Construction,42.40B,10.97,9.44,14.01%,Dec 14/a,"1,938,741",150.99,,,,,,,,,,,,,,,,,,,,,,,,
CNC,Centene Corp.,Healthcare,Healthcare Plans,42.36B,16.15,10.43,1.03%,Feb 06/b,"3,663,570",79.29,,,,,,,,,,,,,,,,,,,,,,,,
BK,Bank Of New York Mellon Corp,Financial,Asset Management,42.20B,13.80,9.51,0.30%,Jan 12/b,"4,865,826",54.87,,,,,,,,,,,,,,,,,,,,,,,,
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,42.04B,25.24,20.23,0.13%,Nov 06/b,"2,121,235",131.80,,,,,,,,,,,,,,,,,,,,,,,,
DDOG,Datadog Inc,Technology,Software - Application,41.94B,985.03,70.02,16.61%,Feb 13/b,"3,732,108",127.66,,,,,,,,,,,,,,,,,,,,,,,,
ALL,Allstate Corp,Financial,Insurance - Property & Casualty,41.85B,-,9.99,0.71%,Feb 07/a,"1,740,687",159.72,,,,,,,,,,,,,,,,,,,,,,,,
OKE,Oneok Inc.,Energy,Oil & Gas Midstream,41.76B,13.16,14.38,0.25%,Feb 26/a,"2,838,440",71.69,,,,,,,,,,,,,,,,,,,,,,,,
WMB,Williams Cos Inc,Energy,Oil & Gas Midstream,41.49B,13.09,16.20,0.53%,Feb 14/b,"7,615,211",34.11,,,,,,,,,,,,,,,,,,,,,,,,
COIN,Coinbase Global Inc,Financial,Financial Data & Stock Exchanges,41.40B,643.04,222.81,30.04%,Feb 15/a,"16,196,519",173.30,,,,,,,,,,,,,,,,,,,,,,,,
DLR,Digital Realty Trust Inc,Real Estate,REIT - Specialty,40.90B,45.88,98.17,0.20%,Feb 15/a,"3,411,474",135.06,,,,,,,,,,,,,,,,,,,,,,,,
TTD,Trade Desk Inc,Technology,Software - Application,40.47B,230.74,48.22,9.91%,Feb 15/a,"11,845,833",82.56,,,,,,,,,,,,,,,,,,,,,,,,
SQ,Block Inc,Technology,Software - Infrastructure,40.36B,-,20.93,12.19%,Feb 22/a,"10,182,080",65.73,,,,,,,,,,,,,,,,,,,,,,,,
AME,Ametek Inc,Industrials,Specialty Industrial Machinery,40.35B,30.81,23.28,0.44%,Feb 06/b,"1,311,749",174.81,,,,,,,,,,,,,,,,,,,,,,,,
AMP,Ameriprise Financial Inc,Financial,Asset Management,40.15B,16.73,10.72,0.31%,Jan 24/a,"359,440",396.78,,,,,,,,,,,,,,,,,,,,,,,,
LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,40.15B,32.88,15.11,0.54%,Jan 25/a,"1,128,196",211.83,,,,,,,,,,,,,,,,,,,,,,,,
KMB,Kimberly-Clark Corp.,Consumer Defensive,Household & Personal Products,40.14B,22.89,16.27,0.26%,Jan 24/b,"2,293,206",119.15,,,,,,,,,,,,,,,,,,,,,,,,
FAST,Fastenal Co.,Industrials,Industrial Distribution,40.10B,34.77,30.00,0.20%,Jan 18/b,"3,099,421",70.08,,,,,,,,,,,,,,,,,,,,,,,,
LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,39.99B,33.22,17.24,45.78%,Jan 24/a,"5,232,666",53.06,,,,,,,,,,,,,,,,,,,,,,,,
HSY,Hershey Company,Consumer Defensive,Confectioners,39.59B,21.37,18.98,26.92%,Feb 08/b,"1,811,582",193.57,,,,,,,,,,,,,,,,,,,,,,,,
MPLX,MPLX LP,Energy,Oil & Gas Midstream,39.37B,10.33,9.35,65.31%,Jan 30/b,"2,416,826",39.32,,,,,,,,,,,,,,,,,,,,,,,,
SYY,Sysco Corp.,Consumer Defensive,Food Distribution,39.36B,19.29,16.75,0.21%,Jan 30/b,"2,731,637",79.07,,,,,,,,,,,,,,,,,,,,,,,,
GEHC,GE HealthCare Technologies Inc,Healthcare,Health Information Services,39.34B,28.56,17.89,13.79%,Feb 06/b,"6,372,550",86.39,,,,,,,,,,,,,,,,,,,,,,,,
A,Agilent Technologies Inc.,Healthcare,Diagnostics & Research,39.30B,31.94,22.17,0.38%,Feb 27/a,"1,563,909",134.14,,,,,,,,,,,,,,,,,,,,,,,,
PRU,Prudential Financial Inc.,Financial,Insurance - Life,39.28B,16.04,7.40,0.23%,Feb 06/a,"1,249,553",107.31,,,,,,,,,,,,,,,,,,,,,,,,
DOW,Dow Inc,Basic Materials,Chemicals,38.42B,67.22,12.75,0.25%,Jan 25/b,"4,493,926",54.71,,,,,,,,,,,,,,,,,,,,,,,,
LNG,Cheniere Energy Inc.,Energy,Oil & Gas Midstream,38.38B,3.19,17.89,1.45%,Feb 22/b,"2,509,913",161.10,,,,,,,,,,,,,,,,,,,,,,,,
NEM,Newmont Corp,Basic Materials,Gold,38.25B,-,15.88,0.11%,Feb 22/b,"9,490,996",33.19,,,,,,,,,,,,,,,,,,,,,,,,
CTSH,Cognizant Technology Solutions Corp.,Technology,Information Technology Services,38.20B,18.24,15.50,0.20%,Feb 06/a,"4,622,046",76.74,,,,,,,,,,,,,,,,,,,,,,,,
CTVA,Corteva Inc,Basic Materials,Agricultural Inputs,38.15B,53.36,15.73,0.17%,Jan 31/a,"3,113,440",54.36,,,,,,,,,,,,,,,,,,,,,,,,
O,Realty Income Corp.,Real Estate,REIT - Retail,37.98B,39.85,35.02,0.12%,Feb 20/a,"6,095,678",52.47,,,,,,,,,,,,,,,,,,,,,,,,
D,Dominion Energy Inc,Utilities,Utilities - Regulated Electric,37.95B,23.17,14.81,0.14%,Feb 22/b,"4,807,996",45.35,,,,,,,,,,,,,,,,,,,,,,,,
KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,37.92B,16.04,13.52,12.81%,Jan 17/a,"13,300,552",17.06,,,,,,,,,,,,,,,,,,,,,,,,
EA,"Electronic Arts, Inc.",Communication Services,Electronic Gaming & Multimedia,37.71B,35.61,18.48,9.56%,Jan 30/a,"2,128,074",141.04,,,,,,,,,,,,,,,,,,,,,,,,
YUM,Yum Brands Inc.,Consumer Cyclical,Restaurants,37.55B,23.97,20.60,0.22%,Feb 07/b,"2,270,647",133.95,,,,,,,,,,,,,,,,,,,,,,,,
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,37.36B,16.00,14.15,0.35%,Dec 20/b,"5,978,436",65.78,,,,,,,,,,,,,,,,,,,,,,,,
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,37.30B,-,13.86,0.27%,Feb 26/b,"2,964,530",62.96,,,,,,,,,,,,,,,,,,,,,,,,
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,37.14B,51.24,12.46,1.68%,Feb 06/b,"1,860,964",261.84,,,,,,,,,,,,,,,,,,,,,,,,
ZS,Zscaler Inc,Technology,Software - Infrastructure,36.94B,-,81.51,40.83%,Feb 29/a,"2,061,332",249.04,,,,,,,,,,,,,,,,,,,,,,,,
OTIS,Otis Worldwide Corp,Industrials,Specialty Industrial Machinery,36.90B,26.84,21.40,0.22%,Jan 31/b,"2,789,956",91.02,,,,,,,,,,,,,,,,,,,,,,,,
KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products,36.50B,23.88,15.24,19.13%,Feb 08/b,"15,817,593",19.06,,,,,,,,,,,,,,,,,,,,,,,,
VRSK,Verisk Analytics Inc,Industrials,Consulting Services,36.03B,73.16,37.68,0.74%,Feb 21/b,"1,231,868",248.51,,,,,,,,,,,,,,,,,,,,,,,,
PCG,PG&E Corp.,Utilities,Utilities - Regulated Electric,35.48B,18.95,12.32,5.87%,Feb 22/b,"16,078,977",16.63,,,,,,,,,,,,,,,,,,,,,,,,
VEEV,Veeva Systems Inc,Healthcare,Health Information Services,35.22B,62.84,39.27,8.95%,Feb 29/a,"951,884",218.76,,,,,,,,,,,,,,,,,,,,,,,,
IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery,35.11B,45.58,24.56,0.22%,Feb 15/a,"3,452,816",86.74,,,,,,,,,,,,,,,,,,,,,,,,
IT,"Gartner, Inc.",Technology,Information Technology Services,34.70B,40.20,34.13,2.93%,Feb 06/b,"602,208",445.00,,,,,,,,,,,,,,,,,,,,,,,,
EXC,Exelon Corp.,Utilities,Utilities - Regulated Electric,34.57B,16.17,14.40,0.17%,Feb 21/b,"6,695,058",34.73,,,,,,,,,,,,,,,,,,,,,,,,
KR,Kroger Co.,Consumer Defensive,Grocery Stores,34.53B,18.67,11.18,0.76%,Nov 30/b,"6,179,396",48.00,,,,,,,,,,,,,,,,,,,,,,,,
MPWR,Monolithic Power System Inc,Technology,Semiconductors,34.13B,81.31,43.77,4.66%,Feb 07/a,"466,707",712.32,,,,,,,,,,,,,,,,,,,,,,,,
GPN,"Global Payments, Inc.",Industrials,Specialty Business Services,33.75B,34.63,9.92,1.07%,Feb 14/b,"3,789,343",130.80,,,,,,,,,,,,,,,,,,,,,,,,
VMC,Vulcan Materials Co,Basic Materials,Building Materials,33.40B,36.03,25.86,0.25%,Feb 16/b,"1,115,275",251.38,,,,,,,,,,,,,,,,,,,,,,,,
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,33.21B,26.37,15.13,0.24%,Jan 18/a,"2,568,670",141.16,,,,,,,,,,,,,,,,,,,,,,,,
CSGP,"Costar Group, Inc.",Real Estate,Real Estate Services,33.18B,82.03,53.79,1.11%,Feb 20/a,"3,054,262",81.24,,,,,,,,,,,,,,,,,,,,,,,,
MRNA,Moderna Inc,Healthcare,Biotechnology,33.17B,-,-,12.22%,Feb 22/b,"3,140,293",86.99,,,,,,,,,,,,,,,,,,,,,,,,
ON,ON Semiconductor Corp.,Technology,Semiconductors,33.11B,15.84,15.31,0.71%,Feb 05/b,"5,255,281",77.47,,,,,,,,,,,,,,,,,,,,,,,,
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,32.95B,28.31,22.58,0.70%,Feb 14/b,"339,721",533.14,,,,,,,,,,,,,,,,,,,,,,,,
NET,Cloudflare Inc,Technology,Software - Infrastructure,32.86B,-,132.06,13.75%,Feb 08/a,"4,310,162",97.99,,,,,,,,,,,,,,,,,,,,,,,,
XEL,"Xcel Energy, Inc.",Utilities,Utilities - Regulated Electric,32.66B,18.46,15.36,0.16%,Jan 25/b,"2,895,128",59.19,,,,,,,,,,,,,,,,,,,,,,,,
CDW,CDW Corp,Technology,Information Technology Services,32.39B,29.83,21.02,0.26%,Feb 07/b,"641,387",241.79,,,,,,,,,,,,,,,,,,,,,,,,
MDB,MongoDB Inc,Technology,Software - Infrastructure,32.11B,-,136.13,3.70%,Dec 05/a,"1,183,894",444.81,,,,,,,,,,,,,,,,,,,,,,,,
NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,32.04B,26.37,17.90,53.47%,Jan 31/b,"2,745,399",55.54,,,,,,,,,,,,,,,,,,,,,,,,
DLTR,Dollar Tree Inc,Consumer Defensive,Discount Stores,31.87B,27.80,20.81,0.27%,Nov 29/b,"3,175,709",146.29,,,,,,,,,,,,,,,,,,,,,,,,
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,31.87B,10.25,8.84,0.48%,Feb 20/a,"2,792,245",178.06,,,,,,,,,,,,,,,,,,,,,,,,
BIIB,Biogen Inc,Healthcare,Drug Manufacturers - General,31.86B,27.47,12.14,0.80%,Feb 13/b,"1,919,847",219.21,,,,,,,,,,,,,,,,,,,,,,,,
EFX,"Equifax, Inc.",Industrials,Consulting Services,31.77B,58.65,26.30,0.59%,Feb 07/a,"710,316",257.85,,,,,,,,,,,,,,,,,,,,,,,,
FICO,Fair Isaac Corp.,Technology,Software - Application,31.29B,70.38,43.40,2.80%,Jan 25/a,"153,381",1259.20,,,,,,,,,,,,,,,,,,,,,,,,
DG,Dollar General Corp.,Consumer Defensive,Discount Stores,31.28B,16.41,19.32,6.29%,Mar 14/b,"2,757,172",142.49,,,,,,,,,,,,,,,,,,,,,,,,
HAL,Halliburton Co.,Energy,Oil & Gas Equipment & Services,31.27B,12.01,8.94,0.39%,Jan 23/b,"7,906,374",35.13,,,,,,,,,,,,,,,,,,,,,,,,
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,31.24B,25.93,20.10,0.21%,Jan 31/b,"1,833,394",272.62,,,,,,,,,,,,,,,,,,,,,,,,
DFS,Discover Financial Services,Financial,Credit Services,31.11B,11.06,8.78,0.68%,Jan 17/a,"22,451,052",124.42,,,,,,,,,,,,,,,,,,,,,,,,
VICI,VICI Properties Inc,Real Estate,REIT - Diversified,30.58B,12.44,11.04,0.30%,Feb 22/a,"6,885,809",29.56,,,,,,,,,,,,,,,,,,,,,,,,
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,30.39B,44.61,25.07,1.21%,Feb 22/b,"968,955",209.20,,,,,,,,,,,,,,,,,,,,,,,,
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,30.26B,12.20,15.68,0.17%,Feb 15/a,"1,974,526",87.58,,,,,,,,,,,,,,,,,,,,,,,,
HUBS,HubSpot Inc,Technology,Software - Application,30.17B,-,71.03,4.22%,Feb 14/a,"564,601",595.34,,,,,,,,,,,,,,,,,,,,,,,,
GFS,GlobalFoundries Inc,Technology,Semiconductors,30.15B,29.71,24.67,85.71%,Feb 13/b,"4,351,045",54.50,,,,,,,,,,,,,,,,,,,,,,,,
PEG,Public Service Enterprise Group Inc.,Utilities,Utilities - Regulated Electric,29.95B,10.71,16.34,0.15%,Feb 26/b,"2,225,359",60.11,,,,,,,,,,,,,,,,,,,,,,,,
XYL,Xylem Inc,Industrials,Specialty Industrial Machinery,29.92B,45.70,26.87,0.33%,Feb 06/b,"1,411,216",124.10,,,,,,,,,,,,,,,,,,,,,,,,
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,29.88B,26.07,27.94,1.04%,Feb 27/a,"1,043,248",141.42,,,,,,,,,,,,,,,,,,,,,,,,
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,29.50B,18.49,10.10,8.32%,Feb 01/b,"2,265,020",115.14,,,,,,,,,,,,,,,,,,,,,,,,
FTV,Fortive Corp,Technology,Scientific & Technical Instruments,29.37B,34.36,20.22,0.36%,Jan 31/b,"1,338,780",83.74,,,,,,,,,,,,,,,,,,,,,,,,
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,29.08B,15.18,11.27,0.17%,Jan 23/a,"8,362,390",29.05,,,,,,,,,,,,,,,,,,,,,,,,
ANSS,Ansys Inc.,Technology,Software - Application,28.85B,60.04,34.90,0.28%,Feb 21/a,"574,095",332.14,,,,,,,,,,,,,,,,,,,,,,,,
ADM,Archer Daniels Midland Co.,Consumer Defensive,Farm Products,28.48B,7.44,9.10,0.77%,Oct 24/b,"4,459,613",53.40,,,,,,,,,,,,,,,,,,,,,,,,
BF-A,Brown-Forman Corp.,Consumer Defensive,Beverages - Wineries & Distilleries,28.40B,36.77,28.21,89.84%,Mar 06/b,"27,221",59.71,,,,,,,,,,,,,,,,,,,,,,,,
DD,DuPont de Nemours Inc,Basic Materials,Specialty Chemicals,28.38B,73.43,16.25,0.39%,Feb 06/b,"2,776,378",67.97,,,,,,,,,,,,,,,,,,,,,,,,
HPQ,HP Inc,Technology,Computer Hardware,28.37B,8.70,7.72,0.23%,Feb 28/a,"5,677,893",28.63,,,,,,,,,,,,,,,,,,,,,,,,
HIG,Hartford Financial Services Group Inc.,Financial,Insurance - Property & Casualty,28.10B,11.69,8.20,0.48%,Feb 01/a,"1,856,886",93.43,,,,,,,,,,,,,,,,,,,,,,,,
CPNG,Coupang Inc,Consumer Cyclical,Internet Retail,28.01B,65.65,38.08,35.12%,Feb 27/a,"14,791,845",15.67,,,,,,,,,,,,,,,,,,,,,,,,
BF-B,Brown-Forman Corp.,Consumer Defensive,Beverages - Wineries & Distilleries,27.83B,36.03,27.60,36.64%,Dec 06/b,"1,152,662",58.51,,,,,,,,,,,,,,,,,,,,,,,,
DVN,Devon Energy Corp.,Energy,Oil & Gas E&P,27.81B,7.42,8.09,0.72%,Feb 27/a,"6,377,779",43.41,,,,,,,,,,,,,,,,,,,,,,,,
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,27.73B,28.71,16.47,0.87%,Feb 15/b,"2,486,991",90.97,,,,,,,,,,,,,,,,,,,,,,,,
GLW,"Corning, Inc.",Technology,Electronic Components,27.56B,47.77,15.14,9.70%,Jan 30/b,"5,561,935",32.29,,,,,,,,,,,,,,,,,,,,,,,,
KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,26.97B,28.35,20.09,0.78%,Feb 20/a,"1,625,872",154.43,,,,,,,,,,,,,,,,,,,,,,,,
HEI,Heico Corp.,Industrials,Aerospace & Defense,26.62B,66.28,47.06,69.57%,Feb 26/a,"322,876",192.57,,,,,,,,,,,,,,,,,,,,,,,,
RMD,Resmed Inc.,Healthcare,Medical Instruments & Supplies,26.57B,29.93,21.92,0.81%,Jan 24/a,"660,341",180.66,,,,,,,,,,,,,,,,,,,,,,,,
ULTA,Ulta Beauty Inc,Consumer Cyclical,Specialty Retail,26.29B,21.96,20.04,0.20%,Mar 14/a,"702,323",541.29,,,,,,,,,,,,,,,,,,,,,,,,
SPLK,Splunk Inc,Technology,Software - Infrastructure,26.18B,350.16,30.94,8.09%,Feb 27/a,"1,930,014",155.40,,,,,,,,,,,,,,,,,,,,,,,,
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,26.14B,-,-,24.34%,Feb 07/b,"6,963,163",41.41,,,,,,,,,,,,,,,,,,,,,,,,
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,26.12B,5.67,5.42,0.46%,Jan 12/b,"8,190,879",40.60,,,,,,,,,,,,,,,,,,,,,,,,
ZBH,Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,26.12B,25.57,14.37,0.11%,Feb 08/b,"1,388,804",124.98,,,,,,,,,,,,,,,,,,,,,,,,
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,25.92B,-,25.04,8.14%,Feb 08/a,"2,076,613",151.94,,,,,,,,,,,,,,,,,,,,,,,,
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,25.91B,44.45,38.52,0.54%,Feb 15/b,"948,032",350.18,,,,,,,,,,,,,,,,,,,,,,,,
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,25.89B,34.39,23.64,1.20%,Feb 13/b,"3,709,987",63.11,,,,,,,,,,,,,,,,,,,,,,,,
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,25.63B,41.48,13.18,0.62%,Feb 01/b,"1,873,468",105.37,,,,,,,,,,,,,,,,,,,,,,,,
TSCO,Tractor Supply Co.,Consumer Cyclical,Specialty Retail,25.56B,23.42,20.95,0.30%,Feb 01/b,"759,850",236.42,,,,,,,,,,,,,,,,,,,,,,,,
EIX,Edison International,Utilities,Utilities - Regulated Electric,25.52B,20.73,13.21,0.10%,Feb 22/a,"1,922,875",66.54,,,,,,,,,,,,,,,,,,,,,,,,
MTD,"Mettler-Toledo International, Inc.",Healthcare,Diagnostics & Research,25.44B,33.00,26.61,1.60%,Feb 08/a,"143,968",1184.37,,,,,,,,,,,,,,,,,,,,,,,,
CQP,Cheniere Energy Partners LP,Energy,Oil & Gas Midstream,25.23B,5.07,14.78,91.82%,Nov 02/b,"182,347",52.12,,,,,,,,,,,,,,,,,,,,,,,,
ARES,Ares Management Corp,Financial,Asset Management,25.07B,55.17,21.67,18.55%,Feb 08/b,"956,749",132.61,,,,,,,,,,,,,,,,,,,,,,,,
AVB,Avalonbay Communities Inc.,Real Estate,REIT - Residential,25.04B,26.97,32.61,0.42%,Jan 31/a,"738,619",176.34,,,,,,,,,,,,,,,,,,,,,,,,
WEC,WEC Energy Group Inc,Utilities,Utilities - Regulated Electric,24.60B,18.51,14.89,0.16%,Feb 01/b,"1,586,640",78.00,,,,,,,,,,,,,,,,,,,,,,,,
TROW,T. Rowe Price Group Inc.,Financial,Asset Management,24.45B,14.10,13.62,2.22%,Feb 08/b,"1,059,905",109.41,,,,,,,,,,,,,,,,,,,,,,,,
RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,24.34B,14.59,11.65,9.76%,Jan 24/a,"1,149,480",116.45,,,,,,,,,,,,,,,,,,,,,,,,
WY,Weyerhaeuser Co.,Real Estate,REIT - Specialty,24.13B,28.85,24.98,0.43%,Jan 25/a,"3,470,974",33.06,,,,,,,,,,,,,,,,,,,,,,,,
WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment,24.12B,-,-,9.34%,Feb 23/b,"24,259,548",9.89,,,,,,,,,,,,,,,,,,,,,,,,
ALGN,"Align Technology, Inc.",Healthcare,Medical Devices,24.01B,53.93,29.20,6.46%,Jan 31/a,"1,031,849",313.53,,,,,,,,,,,,,,,,,,,,,,,,
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,23.90B,32.13,26.32,0.20%,Feb 02/b,"1,019,736",98.05,,,,,,,,,,,,,,,,,,,,,,,,
PINS,Pinterest Inc,Communication Services,Internet Content & Information,23.84B,-,20.29,13.76%,Feb 08/a,"7,456,501",35.11,,,,,,,,,,,,,,,,,,,,,,,,
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Railroads,23.79B,29.59,17.74,1.00%,Feb 14/b,"1,208,289",134.40,,,,,,,,,,,,,,,,,,,,,,,,
NVR,NVR Inc.,Consumer Cyclical,Residential Construction,23.67B,16.02,14.92,4.39%,Jan 30/b,"13,299",7420.02,,,,,,,,,,,,,,,,,,,,,,,,
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,23.66B,95.22,27.72,6.47%,Feb 21/b,"9,540,309",62.02,,,,,,,,,,,,,,,,,,,,,,,,
AWK,American Water Works Co. Inc.,Utilities,Utilities - Regulated Water,23.60B,24.81,21.42,0.25%,Feb 14/a,"2,187,466",121.16,,,,,,,,,,,,,,,,,,,,,,,,
BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,23.54B,27.08,22.26,16.47%,Jan 23/b,"1,515,943",82.70,,,,,,,,,,,,,,,,,,,,,,,,
FCNCA,"First Citizens Bancshares, Inc (NC)",Financial,Banks - Regional,23.45B,1.92,7.94,27.78%,Jan 26/b,"97,649",1510.06,,,,,,,,,,,,,,,,,,,,,,,,
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,23.45B,21.36,14.89,1.06%,Feb 07/a,"399,755",401.49,,,,,,,,,,,,,,,,,,,,,,,,
FITB,Fifth Third Bancorp,Financial,Banks - Regional,23.02B,10.51,9.64,0.56%,Jan 19/b,"3,340,941",33.80,,,,,,,,,,,,,,,,,,,,,,,,
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,22.98B,34.00,22.86,0.72%,Feb 01/b,"527,153",195.16,,,,,,,,,,,,,,,,,,,,,,,,
EQR,Equity Residential Properties Trust,Real Estate,REIT - Residential,22.82B,27.67,35.11,1.86%,Jan 30/a,"1,798,110",60.12,,,,,,,,,,,,,,,,,,,,,,,,
MTB,M & T Bank Corp,Financial,Banks - Regional,22.80B,8.70,8.58,0.55%,Jan 18/b,"797,773",137.36,,,,,,,,,,,,,,,,,,,,,,,,
EBAY,EBay Inc.,Consumer Cyclical,Internet Retail,22.62B,8.62,9.77,0.28%,Feb 27/a,"6,398,199",43.59,,,,,,,,,,,,,,,,,,,,,,,,
BLDR,Builders Firstsource Inc,Industrials,Building Products & Equipment,22.56B,15.53,15.05,2.30%,Feb 22/b,"1,085,703",182.90,,,,,,,,,,,,,,,,,,,,,,,,
DOV,Dover Corp.,Industrials,Specialty Industrial Machinery,22.40B,21.30,16.18,0.56%,Feb 01/b,"695,722",160.08,,,,,,,,,,,,,,,,,,,,,,,,
SBAC,SBA Communications Corp,Real Estate,REIT - Specialty,22.34B,45.56,34.90,1.04%,Feb 26/a,"1,270,958",207.04,,,,,,,,,,,,,,,,,,,,,,,,
ILMN,Illumina Inc,Healthcare,Diagnostics & Research,22.24B,-,56.52,0.49%,Feb 08/a,"1,363,165",140.05,,,,,,,,,,,,,,,,,,,,,,,,
DTE,DTE Energy Co.,Utilities,Utilities - Regulated Electric,22.22B,15.91,15.01,0.36%,Feb 08/b,"1,023,143",107.64,,,,,,,,,,,,,,,,,,,,,,,,
SYM,Symbotic Inc,Industrials,Specialty Industrial Machinery,22.17B,-,84.43,76.27%,Feb 05/a,"874,920",41.67,,,,,,,,,,,,,,,,,,,,,,,,
DECK,Deckers Outdoor Corp.,Consumer Cyclical,Footwear & Accessories,22.09B,30.95,28.50,1.00%,Feb 01/a,"301,727",860.68,,,,,,,,,,,,,,,,,,,,,,,,
PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction,21.86B,8.78,8.02,0.73%,Jan 30/b,"1,704,535",103.04,,,,,,,,,,,,,,,,,,,,,,,,
